Snail_ID,Measure,embryos,clutches,capsules,time,Hatch_tag,Alive,Is_Replacement,Treat,Pop,Egg_tag,Condo,Old_Condo,Was_reloaded,Death_date,Sex,Is.Transplant
NCGA776A_320_13,6,0,0,0,2023-01-11T05:00:00Z,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,7,0,0,0,2023-02-13T05:00:00Z,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,8,0,0,0,2023-03-13T04:00:00Z,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,9,0,0,0,2023-04-10T04:00:00Z,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA778A_320_17,1,0,0,0,2022-08-02T04:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,10,105,1,14,2023-05-08T04:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,11,168,2,22,2023-06-06T04:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,12,67,1,10,2023-07-03T04:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,13,99,1,15,2023-08-14T04:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,14,126,1,19,2023-09-14T04:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,15,72,1,11,2023-10-10T04:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,16,0,0,0,2023-11-06T05:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,17,0,0,0,2023-12-04T05:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,2,0,0,0,2022-08-29T04:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,3,0,0,0,2022-10-03T04:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,4,0,0,0,2022-10-17T04:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,5,0,0,0,2022-12-01T05:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,6,0,0,0,2023-01-11T05:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,7,0,0,0,2023-02-13T05:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,8,0,0,0,2023-03-13T04:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,9,0,0,0,2023-04-10T04:00:00Z,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA779B_320_98,1,0,0,0,2022-08-02T04:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,10,104,1,13,2023-05-08T04:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,11,50,1,7,2023-06-06T04:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,12,0,0,0,2023-07-03T04:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,13,0,0,0,2023-08-14T04:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,14,0,0,0,2023-09-14T04:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,15,0,0,0,2023-10-10T04:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,16,0,0,0,2023-11-06T05:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,17,0,0,0,2023-12-04T05:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,2,0,0,0,2022-08-29T04:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,3,0,0,0,2022-10-03T04:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,4,0,0,0,2022-10-17T04:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,5,0,0,0,2022-12-01T05:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,6,0,0,0,2023-01-11T05:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,7,0,0,0,2023-02-13T05:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,8,0,0,0,2023-03-13T04:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCGA779B_320_98,9,0,0,0,2023-04-10T04:00:00Z,779B,Y,Y,NC,GA,320,274,274,N,,female,
NCNC449_300_1,1,0,0,0,2022-08-02T04:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,10,190,2,24,2023-05-08T04:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,11,219,3,30,2023-06-06T04:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,12,190,2,24,2023-07-03T04:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,13,413,4,49,2023-08-14T04:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,14,192,3,26,2023-09-14T04:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,15,15,1,3,2023-10-10T04:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,16,56,1,8,2023-11-06T05:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,17,0,0,0,2023-12-04T05:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,2,0,0,0,2022-08-29T04:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,3,0,0,0,2022-10-03T04:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,4,0,0,0,2022-10-17T04:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,5,0,0,0,2022-12-01T05:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,6,0,0,0,2023-01-11T05:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,7,0,0,0,2023-02-13T05:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,8,0,0,0,2023-03-13T04:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC449_300_1,9,0,0,0,2023-04-10T04:00:00Z,449,Y,N,NC,NC,300,206,206,N,,female,
NCNC452_300_4,1,0,0,0,2022-08-02T04:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,10,267,2,30,2023-05-08T04:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,11,252,2,25,2023-06-06T04:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,12,0,0,0,2023-07-03T04:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,13,76,1,8,2023-08-14T04:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,14,52,1,8,2023-09-14T04:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,15,0,0,0,2023-10-10T04:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,16,0,0,0,2023-11-06T05:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,17,0,0,0,2023-12-04T05:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,2,0,0,0,2022-08-29T04:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,3,0,0,0,2022-10-03T04:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,4,0,0,0,2022-10-17T04:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,5,0,0,0,2022-12-01T05:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,6,0,0,0,2023-01-11T05:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,7,0,0,0,2023-02-13T05:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,8,0,0,0,2023-03-13T04:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC452_300_4,9,0,0,0,2023-04-10T04:00:00Z,452,Y,N,NC,NC,300,207,207,N,,female,
NCNC455_300_90,1,0,0,0,2022-08-02T04:00:00Z,455,Y,Y,NC,NC,300,218,218,N,,female,
NCNC455_300_90,10,182,2,23,2023-05-08T04:00:00Z,455,Y,Y,NC,NC,300,218,218,N,,female,
NCNC455_300_90,11,161,2,22,2023-06-06T04:00:00Z,455,Y,Y,NC,NC,300,218,218,N,,female,
NCNC455_300_90,12,108,1,16,2023-07-03T04:00:00Z,455,Y,Y,NC,NC,300,218,218,N,,female,
NCNC455_300_90,13,106,1,16,2023-08-14T04:00:00Z,455,Y,Y,NC,NC,300,218,218,N,,female,
NCNC455_300_90,14,168,2,27,2023-09-14T04:00:00Z,455,Y,Y,NC,NC,300,218,218,N,,female,
NCNC455_300_90,15,84,1,14,2023-10-10T04:00:00Z,455,Y,Y,NC,NC,300,218,218,N,,female,
NCNC455_300_90,16,0,0,0,2023-11-06T05:00:00Z,455,Y,Y,NC,NC,300,218,218,N,,female,
NCNC455_300_90,17,0,0,0,2023-12-04T05:00:00Z,455,Y,Y,NC,NC,300,218,218,N,,female,
