Snail_ID,Measure,m,time,pgrowth,Hatch_tag,Alive,Is_Replacement,Treat,Pop,Egg_tag,Condo,Old_Condo,Was_reloaded,Death_date,Sex,Is.Transplant
NCGA772A_320_5,6,21.75,2023-01-11T00:00:00Z,0.059038107999476175,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,7,21.81,2023-02-13T00:00:00Z,0.008348295962479213,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,11,21.81,2023-06-05T00:00:00Z,0.0015814277406267507,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,5,21.23,2022-12-01T00:00:00Z,0.6581444961672789,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,3,12.66,2022-10-02T00:00:00Z,3.0857503007271303,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,4,15.7,2022-10-16T00:00:00Z,1.5491141041647616,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,15,22.3,2023-10-09T00:00:00Z,-0.03945789016491785,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,12,21.88,2023-07-02T00:00:00Z,0.011868842588591555,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,13,22.28,2023-08-13T00:00:00Z,0.043143679221890885,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,14,22.53,2023-09-13T00:00:00Z,0.03600112202666317,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,10,21.8,2023-05-07T00:00:00Z,0.003278097622128051,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,16,22.44,2023-11-06T00:00:00Z,0.02235393450689127,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,17,23.54,2023-12-04T00:00:00Z,0.17106050319053434,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,1,1.83,2022-08-01T00:00:00Z,,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,8,21.81,2023-03-13T00:00:00Z,0,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,9,21.78,2023-04-09T00:00:00Z,-0.005097880085980222,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772A_320_5,2,4.37,2022-08-28T00:00:00Z,3.2764078593542356,772A,Y,N,NC,GA,320,203,203,N,,female,
NCGA772B_320_90,11,20.53,2023-06-05T00:00:00Z,0.19185196693534134,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA772B_320_90,12,20.82,2023-07-02T00:00:00Z,0.051964727196107674,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA772B_320_90,7,18.42,2023-02-13T00:00:00Z,,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA772B_320_90,8,18.43,2023-03-13T00:00:00Z,0.0019383789812144059,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA772B_320_90,17,22.97,2023-12-04T00:00:00Z,0.03280683541868612,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA772B_320_90,9,18.39,2023-04-09T00:00:00Z,-0.00804683572666054,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA772B_320_90,10,19.42,2023-05-07T00:00:00Z,0.1948196138883862,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA772B_320_90,16,22.76,2023-11-06T00:00:00Z,0.1870006806308444,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA772B_320_90,13,21.13,2023-08-13T00:00:00Z,0.03519611724025484,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA772B_320_90,14,21.33,2023-09-13T00:00:00Z,0.0303939756307825,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA772B_320_90,15,21.6,2023-10-09T00:00:00Z,0.04839163654128953,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA772B_320_90,3,12.71,2022-10-02T00:00:00Z,3.9100027212447763,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA772B_320_90,5,18.29,2022-12-01T00:00:00Z,0.4539721217910797,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA772B_320_90,1,1.651,2022-08-07T00:00:00Z,,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA772B_320_90,2,3.32,2022-08-28T00:00:00Z,3.382538298712179,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA772B_320_90,4,14.85,2022-10-16T00:00:00Z,1.1177057454121453,772B,Y,Y,NC,GA,320,205,205,N,,male,
NCGA773A_320_7,8,22.01,2023-03-13T00:00:00Z,-0.017802990492976623,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,1,1.62,2022-08-01T00:00:00Z,,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,2,4.76,2022-08-28T00:00:00Z,4.072680030245546,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,3,12.52,2022-10-02T00:00:00Z,2.8016120672404554,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,4,14.55,2022-10-16T00:00:00Z,1.0790922803979752,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,5,20.73,2022-12-01T00:00:00Z,0.7725141176356587,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,6,21.85,2023-01-11T00:00:00Z,0.1284214021770147,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,7,22.12,2023-02-13T00:00:00Z,0.0372228505678196,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,15,22.43,2023-10-09T00:00:00Z,0.027537895839668813,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,12,22.39,2023-07-02T00:00:00Z,0.044944370870214634,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,13,22.3,2023-08-13T00:00:00Z,-0.009589426243672428,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,14,22.27,2023-09-13T00:00:00Z,-0.004342477314289717,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,9,21.94,2023-04-09T00:00:00Z,-0.011797232558030668,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,16,23.57,2023-11-06T00:00:00Z,0.17721172191265122,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,17,24.1,2023-12-04T00:00:00Z,0.07944984306853531,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,10,22.11,2023-05-08T00:00:00Z,0.02661919752899866,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773A_320_7,11,22.12,2023-06-05T00:00:00Z,0.0016149479857840987,773A,Y,N,NC,GA,320,204,204,N,,female,
NCGA773B_320_96,2,4.33,2022-08-28T00:00:00Z,,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA773B_320_96,3,11.71,2022-10-02T00:00:00Z,2.8832864160912797,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA773B_320_96,9,21.26,2023-04-09T00:00:00Z,-0.008699892636365725,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA773B_320_96,6,21.35,2023-01-11T00:00:00Z,0.0636757594521642,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA773B_320_96,7,21.31,2023-02-13T00:00:00Z,-0.005682546307239633,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA773B_320_96,4,13.82,2022-10-16T00:00:00Z,1.190412828430376,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA773B_320_96,5,20.8,2022-12-01T00:00:00Z,0.8927356047065738,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA773B_320_96,13,23.49,2023-08-13T00:00:00Z,0.033691736214813695,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA773B_320_96,8,21.31,2023-03-13T00:00:00Z,0,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA773B_320_96,15,23.43,2023-10-09T00:00:00Z,-0.032686344077559326,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA773B_320_96,16,23.62,2023-11-06T00:00:00Z,0.028849011418241588,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA773B_320_96,17,24.31,2023-12-04T00:00:00Z,0.10288852810660387,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA773B_320_96,14,23.63,2023-09-13T00:00:00Z,0.019170522884093266,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA773B_320_96,10,22.68,2023-05-07T00:00:00Z,0.23118147733320882,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA773B_320_96,11,22.89,2023-06-05T00:00:00Z,0.03178662020313361,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA773B_320_96,12,23.16,2023-07-02T00:00:00Z,0.04344098375370642,773B,Y,Y,NC,GA,320,270,270,N,,female,
NCGA774A_320_100,7,23.07,2023-02-13T00:00:00Z,-0.033954882047926294,774A,Y,Y,NC,GA,320,271,271,N,,female,
NCGA774A_320_100,8,23.16,2023-03-13T00:00:00Z,0.013906611590774887,774A,Y,Y,NC,GA,320,271,271,N,,female,
NCGA774A_320_100,9,23.43,2023-04-09T00:00:00Z,0.042937362910477894,774A,Y,Y,NC,GA,320,271,271,N,,female,
NCGA774A_320_100,6,23.33,2023-01-11T00:00:00Z,0.1421575103126349,774A,Y,Y,NC,GA,320,271,271,N,,female,
NCGA774A_320_100,3,13.34,2022-10-02T00:00:00Z,,774A,Y,Y,NC,GA,320,271,271,N,,female,
NCGA774A_320_100,4,15.08,2022-10-16T00:00:00Z,0.8795766128053106,774A,Y,Y,NC,GA,320,271,271,N,,female,
NCGA774A_320_100,5,22.01,2022-12-01T00:00:00Z,0.8254042070886758,774A,Y,Y,NC,GA,320,271,271,N,,female,
NCGA774A_320_100,13,23.47,2023-08-14T00:00:00Z,-0.03246582362796957,774A,Y,Y,NC,GA,320,271,271,N,,female,
NCGA774A_320_100,14,23.5,2023-09-13T00:00:00Z,0.004258128279643891,774A,Y,Y,NC,GA,320,271,271,N,,female,
NCGA774A_320_100,15,23.47,2023-10-09T00:00:00Z,-0.004912999643535976,774A,Y,Y,NC,GA,320,271,271,N,,female,
NCGA774A_320_100,16,24.63,2023-11-09T00:00:00Z,0.15574115809120492,774A,Y,Y,NC,GA,320,271,271,N,,female,
NCGA774A_320_100,17,25.16,2023-12-04T00:00:00Z,0.08519715097139446,774A,Y,Y,NC,GA,320,271,271,N,,female,
NCGA774A_320_100,10,23.56,2023-05-07T00:00:00Z,0.01976304643163118,774A,Y,Y,NC,GA,320,271,271,N,,female,
NCGA774A_320_100,12,23.8,2023-07-02T00:00:00Z,0.15910808991876912,774A,Y,Y,NC,GA,320,271,271,N,,female,
NCGA774A_320_100,11,22.8,2023-06-05T00:00:00Z,-0.11300445638315892,774A,Y,Y,NC,GA,320,271,271,N,,female,
NCGA775A_320_91,1,1.809,2022-08-07T00:00:00Z,,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,2,4.34,2022-08-28T00:00:00Z,4.255187674558503,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,3,12.09,2022-10-02T00:00:00Z,2.970417463863484,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,4,14.88,2022-10-16T00:00:00Z,1.4941913927394301,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,5,19.67,2022-12-01T00:00:00Z,0.608532348039037,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,6,19.9,2023-01-11T00:00:00Z,0.02835792090201128,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,7,19.9,2023-02-13T00:00:00Z,0,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,15,26.46,2023-10-09T00:00:00Z,0.21391714326441935,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,8,20.03,2023-03-13T00:00:00Z,0.02325776829708026,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,13,23.74,2023-08-13T00:00:00Z,0.2251771306417627,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,14,25.03,2023-09-13T00:00:00Z,0.1708351645850703,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,10,20.2,2023-05-08T00:00:00Z,0.042952191024347997,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,16,26.58,2023-11-09T00:00:00Z,0.014597499519308776,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,17,26.62,2023-12-04T00:00:00Z,0.006015219634547542,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,9,19.95,2023-04-09T00:00:00Z,-0.014821147270005497,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,11,20.02,2023-06-05T00:00:00Z,-0.031962142875907595,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA775A_320_91,12,21.6,2023-07-02T00:00:00Z,0.28173516969047796,775A,Y,Y,NC,GA,320,272,272,N,,female,
NCGA776A_320_13,11,22.27,2023-06-05T00:00:00Z,0,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,12,22.58,2023-07-02T00:00:00Z,0.05121339644429401,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,17,23.81,2023-12-04T00:00:00Z,0.11592389363499489,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,2,4.41,2022-08-28T00:00:00Z,4.085240012789315,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,3,12.26,2022-10-02T00:00:00Z,2.9644245379502276,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,4,15.02,2022-10-16T00:00:00Z,1.4608585706292532,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,5,21.69,2022-12-01T00:00:00Z,0.802044232984378,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,7,22.19,2023-02-13T00:00:00Z,0.02606183061479861,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,8,22.06,2023-03-13T00:00:00Z,-0.020982523786017282,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,9,22.2,2023-04-09T00:00:00Z,0.023433393534810776,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,10,22.27,2023-05-07T00:00:00Z,0.011244176363844893,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,1,1.496,2022-08-01T00:00:00Z,,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,13,22.86,2023-08-13T00:00:00Z,0.02934739990025914,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,6,22,2023-01-11T00:00:00Z,0.03461849940415984,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,15,22.95,2023-10-09T00:00:00Z,-0.016721036248512622,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,16,23.05,2023-11-06T00:00:00Z,0.015529180424200817,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA776A_320_13,14,23.05,2023-09-13T00:00:00Z,0.026703923172588517,776A,Y,N,NC,GA,320,273,273,N,,female,
NCGA777A_320_101,4,13.86,2022-10-16T00:00:00Z,1.052669661719574,777A,Y,Y,NC,GA,320,204,204,N,,male,
NCGA777A_320_101,5,18.86,2022-12-01T00:00:00Z,0.6718912236309382,777A,Y,Y,NC,GA,320,204,204,N,,male,
NCGA777A_320_101,17,21.57,2023-12-04T00:00:00Z,-0.023102771931171606,777A,Y,Y,NC,GA,320,204,204,N,,male,
NCGA777A_320_101,11,20.81,2023-06-05T00:00:00Z,0.15443164511281804,777A,Y,Y,NC,GA,320,204,204,N,,male,
NCGA777A_320_101,12,20.67,2023-07-02T00:00:00Z,-0.02499786283519656,777A,Y,Y,NC,GA,320,204,204,N,,male,
NCGA777A_320_101,13,21.07,2023-08-13T00:00:00Z,0.04564578147590037,777A,Y,Y,NC,GA,320,204,204,N,,male,
NCGA777A_320_101,14,21.34,2023-09-13T00:00:00Z,0.041082688424265434,777A,Y,Y,NC,GA,320,204,204,N,,male,
NCGA777A_320_101,3,11.97,2022-10-02T00:00:00Z,,777A,Y,Y,NC,GA,320,204,204,N,,male,
NCGA777A_320_101,15,21.11,2023-10-09T00:00:00Z,-0.04166971581281986,777A,Y,Y,NC,GA,320,204,204,N,,male,
NCGA777A_320_101,16,21.71,2023-11-06T00:00:00Z,0.10014340301820468,777A,Y,Y,NC,GA,320,204,204,N,,male,
NCGA777A_320_101,9,19,2023-04-09T00:00:00Z,-0.013619222299288136,777A,Y,Y,NC,GA,320,204,204,N,,male,
NCGA777A_320_101,6,19.22,2023-01-11T00:00:00Z,0.04612801700856206,777A,Y,Y,NC,GA,320,204,204,N,,male,
NCGA777A_320_101,7,19.29,2023-02-13T00:00:00Z,0.011017041302618935,777A,Y,Y,NC,GA,320,204,204,N,,male,
NCGA777A_320_101,8,19.07,2023-03-13T00:00:00Z,-0.04095735056237615,777A,Y,Y,NC,GA,320,204,204,N,,male,
NCGA777A_320_101,10,19.93,2023-05-08T00:00:00Z,0.16491913557798998,777A,Y,Y,NC,GA,320,204,204,N,,male,
NCGA777B_320_102,2,3.97,2022-08-28T00:00:00Z,3.754003806697548,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,3,11.93,2022-10-02T00:00:00Z,3.1936218306815922,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,6,19.17,2023-01-11T00:00:00Z,0.028156708450199908,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,7,19.44,2023-02-13T00:00:00Z,0.04239153411091934,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,4,14.11,2022-10-16T00:00:00Z,1.2059820917467379,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,5,18.95,2022-12-01T00:00:00Z,0.6431904377174558,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,9,19.23,2023-04-09T00:00:00Z,0.005782687809285925,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,10,20.08,2023-05-07T00:00:00Z,0.15459342699331025,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,8,19.2,2023-03-13T00:00:00Z,-0.04435630253414313,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,16,23.6,2023-11-06T00:00:00Z,0.17379616150814403,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,1,1.831,2022-08-07T00:00:00Z,,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,14,22.33,2023-09-13T00:00:00Z,0.03194403967596848,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,15,22.48,2023-10-09T00:00:00Z,0.02575315853134974,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,11,21.34,2023-06-05T00:00:00Z,0.21007880886492192,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,17,23.99,2023-12-04T00:00:00Z,0.058554153469869696,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,13,22.11,2023-08-13T00:00:00Z,0.048970923263680355,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA777B_320_102,12,21.66,2023-07-02T00:00:00Z,0.055141107119327515,777B,Y,Y,NC,GA,320,203,203,N,,male,
NCGA778A_320_17,3,13.05,2022-10-02T00:00:00Z,2.992239494619331,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,1,1.652,2022-08-01T00:00:00Z,,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,2,4.65,2022-08-28T00:00:00Z,3.907293717903726,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,7,21.34,2023-02-13T00:00:00Z,0.017089680385495853,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,8,21.24,2023-03-13T00:00:00Z,-0.016773769831135432,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,9,21.61,2023-04-09T00:00:00Z,0.06398332780799265,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,10,21.83,2023-05-07T00:00:00Z,0.036181544096014484,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,11,21.81,2023-06-05T00:00:00Z,-0.0031606064252787114,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,12,22.24,2023-07-02T00:00:00Z,0.07233685111529553,778A,Y,N,NC,GA,320,205,205,N,,female,
NCGA778A_320_17,13,22.35,2023-08-13T00:00:00Z,0.011747955916385777,778A,Y,N,NC,GA,320,205,205,N,,female,
