Snail_ID,Hatch_tag,Alive,Is_Replacement,Treat,Pop,Egg_tag,Condo,Old_Condo,Was_reloaded,Death_date,Sex,Is.Transplant,Measure,time,c,Month
NCNC469_301_14,469,Y,N,NC,NC,301,210,210,N,,female,,5,2023-02-06T00:00:00Z,0,02/23
NCNC469_301_14,469,Y,N,NC,NC,301,210,210,N,,female,,6,2023-03-06T00:00:00Z,0.214285714,03/23
NCNC477_304_15,477,Y,N,NC,NC,304,212,212,N,,male,,1,2022-09-05T00:00:00Z,0.75,09/22
NCNC477_304_15,477,Y,N,NC,NC,304,212,212,N,,male,,2,2022-10-12T00:00:00Z,0.5,10/22
NCNC477_304_15,477,Y,N,NC,NC,304,212,212,N,,male,,3,2022-11-21T00:00:00Z,0.214285714,11/22
NCNC477_304_15,477,Y,N,NC,NC,304,212,212,N,,male,,4,2023-01-11T00:00:00Z,0.071428571,01/23
NCNC477_304_15,477,Y,N,NC,NC,304,212,212,N,,male,,5,2023-02-06T00:00:00Z,0,02/23
NCNC477_304_15,477,Y,N,NC,NC,304,212,212,N,,male,,6,2023-03-06T00:00:00Z,0,03/23
NCNC477_304_15,477,Y,N,NC,NC,304,212,212,N,,male,,7,2023-04-09T00:00:00Z,0.2857142855,04/23
NCNC477_304_15,477,Y,N,NC,NC,304,212,212,N,,male,,8,2023-04-30T00:00:00Z,0.2857142855,05/23
NCNC477_304_15,477,Y,N,NC,NC,304,212,212,N,,male,,9,2023-05-29T00:00:00Z,0.642857143,06/23
NCNC477_304_15,477,Y,N,NC,NC,304,212,212,N,,male,,10,2023-06-25T00:00:00Z,0.5714285715,07/23
NCNC477_304_15,477,Y,N,NC,NC,304,212,212,N,,male,,11,2023-07-31T00:00:00Z,0.7142857145,08/23
NCNC477_304_15,477,Y,N,NC,NC,304,212,212,N,,male,,12,2023-09-06T00:00:00Z,0.857142857,09/23
NCNC477_304_15,477,Y,N,NC,NC,304,212,212,N,,male,,13,2023-10-01T00:00:00Z,0.75,10/23
NCNC477_304_15,477,Y,N,NC,NC,304,212,212,N,,male,,14,2023-10-30T00:00:00Z,0.357142857,11/23
NCNC477_304_15,477,Y,N,NC,NC,304,212,212,N,,male,,15,2023-11-27T00:00:00Z,0.2857142855,12/23
NCNC478_304_16,478,Y,N,NC,NC,304,285,285,N,,male,,1,2022-09-05T00:00:00Z,1,09/22
NCNC478_304_16,478,Y,N,NC,NC,304,285,285,N,,male,,2,2022-10-12T00:00:00Z,0.75,10/22
NCNC478_304_16,478,Y,N,NC,NC,304,285,285,N,,male,,3,2022-11-21T00:00:00Z,0.142857143,11/22
NCNC478_304_16,478,Y,N,NC,NC,304,285,285,N,,male,,4,2023-01-11T00:00:00Z,0.071428571,01/23
NCNC478_304_16,478,Y,N,NC,NC,304,285,285,N,,male,,5,2023-02-06T00:00:00Z,0.071428571,02/23
NCNC478_304_16,478,Y,N,NC,NC,304,285,285,N,,male,,6,2023-03-06T00:00:00Z,0.071428571,03/23
NCNC479_304_17,479,Y,N,NC,NC,304,213,213,N,,female,,1,2022-09-05T00:00:00Z,1.166666667,09/22
NCNC479_304_17,479,Y,N,NC,NC,304,213,213,N,,female,,2,2022-10-12T00:00:00Z,1.25,10/22
NCNC479_304_17,479,Y,N,NC,NC,304,213,213,N,,female,,3,2022-11-21T00:00:00Z,0.214285714,11/22
NCNC479_304_17,479,Y,N,NC,NC,304,213,213,N,,female,,4,2023-01-11T00:00:00Z,0,01/23
NCNC479_304_17,479,Y,N,NC,NC,304,213,213,N,,female,,5,2023-02-06T00:00:00Z,0,02/23
NCNC479_304_17,479,Y,N,NC,NC,304,213,213,N,,female,,6,2023-03-06T00:00:00Z,0.071428571,03/23
NCNC480_304_18,480,Y,N,NC,NC,304,210,210,N,,male,,1,2022-09-05T00:00:00Z,1.625,09/22
NCNC480_304_18,480,Y,N,NC,NC,304,210,210,N,,male,,2,2022-10-12T00:00:00Z,1,10/22
NCNC480_304_18,480,Y,N,NC,NC,304,210,210,N,,male,,3,2022-11-21T00:00:00Z,0.142857143,11/22
NCNC480_304_18,480,Y,N,NC,NC,304,210,210,N,,male,,4,2023-01-11T00:00:00Z,0.071428571,01/23
NCNC480_304_18,480,Y,N,NC,NC,304,210,210,N,,male,,5,2023-02-06T00:00:00Z,0,02/23
NCNC480_304_18,480,Y,N,NC,NC,304,210,210,N,,male,,6,2023-03-06T00:00:00Z,0.214285714,03/23
NCNC480_304_18,480,Y,N,NC,NC,304,210,210,N,,male,,7,2023-04-09T00:00:00Z,0.0714285715,04/23
NCNC480_304_18,480,Y,N,NC,NC,304,210,210,N,,male,,8,2023-04-30T00:00:00Z,0.4285714285,05/23
NCNC480_304_18,480,Y,N,NC,NC,304,210,210,N,,male,,9,2023-05-29T00:00:00Z,1,06/23
NCNC480_304_18,480,Y,N,NC,NC,304,210,210,N,,male,,10,2023-06-25T00:00:00Z,0.4285714285,07/23
NCNC480_304_18,480,Y,N,NC,NC,304,210,210,N,,male,,11,2023-07-30T00:00:00Z,0.7857142855,08/23
NCNC480_304_18,480,Y,N,NC,NC,304,210,210,N,,male,,12,2023-09-06T00:00:00Z,0.4285714285,09/23
NCNC480_304_18,480,Y,N,NC,NC,304,210,210,N,,male,,13,2023-10-01T00:00:00Z,0.875,10/23
NCNC480_304_18,480,Y,N,NC,NC,304,210,210,N,,male,,14,2023-10-30T00:00:00Z,0.0714285715,11/23
NCNC480_304_18,480,Y,N,NC,NC,304,210,210,N,,male,,15,2023-11-27T00:00:00Z,0.2142857145,12/23
NCNC481_304_19,481,Y,N,NC,NC,304,214,214,N,,female,,1,2022-09-05T00:00:00Z,1.166666667,09/22
NCNC481_304_19,481,Y,N,NC,NC,304,214,214,N,,female,,2,2022-10-12T00:00:00Z,1.25,10/22
NCNC481_304_19,481,Y,N,NC,NC,304,214,214,N,,female,,3,2022-11-21T00:00:00Z,0.214285714,11/22
NCNC481_304_19,481,Y,N,NC,NC,304,214,214,N,,female,,4,2023-01-11T00:00:00Z,0.142857143,01/23
NCNC481_304_19,481,Y,N,NC,NC,304,214,214,N,,female,,5,2023-02-06T00:00:00Z,0,02/23
NCNC481_304_19,481,Y,N,NC,NC,304,214,214,N,,female,,6,2023-03-06T00:00:00Z,0.071428571,03/23
NCNC482_304_20,482,Y,N,NC,NC,304,215,215,N,,female,,1,2022-09-05T00:00:00Z,1.333333333,09/22
NCNC482_304_20,482,Y,N,NC,NC,304,215,215,N,,female,,2,2022-10-12T00:00:00Z,0.75,10/22
NCNC482_304_20,482,Y,N,NC,NC,304,215,215,N,,female,,3,2022-11-21T00:00:00Z,0.214285714,11/22
NCNC482_304_20,482,Y,N,NC,NC,304,215,215,N,,female,,4,2023-01-11T00:00:00Z,0,01/23
NCNC482_304_20,482,Y,N,NC,NC,304,215,215,N,,female,,5,2023-02-06T00:00:00Z,0,02/23
NCNC482_304_20,482,Y,N,NC,NC,304,215,215,N,,female,,6,2023-03-06T00:00:00Z,0.214285714,03/23
NCNC483_304_21,483,Y,N,NC,NC,304,216,216,N,,female,,1,2022-09-05T00:00:00Z,1.5,09/22
NCNC483_304_21,483,Y,N,NC,NC,304,216,216,N,,female,,2,2022-10-12T00:00:00Z,1.25,10/22
NCNC483_304_21,483,Y,N,NC,NC,304,216,216,N,,female,,3,2022-11-21T00:00:00Z,0.428571429,11/22
NCNC483_304_21,483,Y,N,NC,NC,304,216,216,N,,female,,4,2023-01-11T00:00:00Z,0.428571429,01/23
NCNC483_304_21,483,Y,N,NC,NC,304,216,216,N,,female,,5,2023-02-06T00:00:00Z,0,02/23
NCNC483_304_21,483,Y,N,NC,NC,304,216,216,N,,female,,6,2023-03-06T00:00:00Z,0.428571429,03/23
NCNC729_305_90,729,Y,Y,NC,NC,305,217,217,N,,female,,1,2022-09-05T00:00:00Z,1.666666667,09/22
NCNC729_305_90,729,Y,Y,NC,NC,305,217,217,N,,female,,2,2022-10-12T00:00:00Z,1.5,10/22
NCNC729_305_90,729,Y,Y,NC,NC,305,217,217,N,,female,,3,2022-11-21T00:00:00Z,0.285714286,11/22
NCNC729_305_90,729,Y,Y,NC,NC,305,217,217,N,,female,,4,2023-01-11T00:00:00Z,0,01/23
NCNC729_305_90,729,Y,Y,NC,NC,305,217,217,N,,female,,5,2023-02-06T00:00:00Z,0.071428571,02/23
NCNC729_305_90,729,Y,Y,NC,NC,305,217,217,N,,female,,6,2023-03-06T00:00:00Z,0.357142857,03/23
NCNC733_305_26,733,Y,N,NC,NC,305,209,209,N,,male,,1,2022-09-05T00:00:00Z,1.5,09/22
NCNC733_305_26,733,Y,N,NC,NC,305,209,209,N,,male,,2,2022-10-12T00:00:00Z,0.75,10/22
NCNC733_305_26,733,Y,N,NC,NC,305,209,209,N,,male,,3,2022-11-21T00:00:00Z,0.071428571,11/22
NCNC733_305_26,733,Y,N,NC,NC,305,209,209,N,,male,,4,2023-01-11T00:00:00Z,0,01/23
NCNC733_305_26,733,Y,N,NC,NC,305,209,209,N,,male,,5,2023-02-06T00:00:00Z,0,02/23
NCNC733_305_26,733,Y,N,NC,NC,305,209,209,N,,male,,6,2023-03-06T00:00:00Z,0.071428571,03/23
NCNC733_305_26,733,Y,N,NC,NC,305,209,209,N,,male,,7,2023-04-09T00:00:00Z,0.357142857,04/23
NCNC733_305_26,733,Y,N,NC,NC,305,209,209,N,,male,,8,2023-05-01T00:00:00Z,0.5714285715,05/23
NCNC733_305_26,733,Y,N,NC,NC,305,209,209,N,,male,,9,2023-05-29T00:00:00Z,0.5,06/23
NCNC733_305_26,733,Y,N,NC,NC,305,209,209,N,,male,,10,2023-06-25T00:00:00Z,1,07/23
NCNC733_305_26,733,Y,N,NC,NC,305,209,209,N,,male,,11,2023-07-30T00:00:00Z,0.9285714285,08/23
NCNC733_305_26,733,Y,N,NC,NC,305,209,209,N,,male,,12,2023-09-06T00:00:00Z,0.357142857,09/23
NCNC733_305_26,733,Y,N,NC,NC,305,209,209,N,,male,,13,2023-10-01T00:00:00Z,0.375,10/23
NCNC733_305_26,733,Y,N,NC,NC,305,209,209,N,,male,,14,2023-10-30T00:00:00Z,0.0714285715,11/23
NCNC733_305_26,733,Y,N,NC,NC,305,209,209,N,,male,,15,2023-11-27T00:00:00Z,0,12/23
NCNC734_305_91,734,Y,Y,NC,NC,305,211,211,N,,female,,1,2022-09-05T00:00:00Z,1.5,09/22
NCNC734_305_91,734,Y,Y,NC,NC,305,211,211,N,,female,,2,2022-10-12T00:00:00Z,1.25,10/22
NCNC734_305_91,734,Y,Y,NC,NC,305,211,211,N,,female,,3,2022-11-21T00:00:00Z,0.142857143,11/22
NCNC734_305_91,734,Y,Y,NC,NC,305,211,211,N,,female,,4,2023-01-11T00:00:00Z,0.214285714,01/23
NCNC734_305_91,734,Y,Y,NC,NC,305,211,211,N,,female,,5,2023-02-06T00:00:00Z,0.142857143,02/23
NCNC734_305_91,734,Y,Y,NC,NC,305,211,211,N,,female,,6,2023-03-06T00:00:00Z,0.071428571,03/23
NCNC735_305_28,735,Y,N,NC,NC,305,208,208,N,,male,,1,2022-09-05T00:00:00Z,1.833333333,09/22
NCNC735_305_28,735,Y,N,NC,NC,305,208,208,N,,male,,2,2022-10-12T00:00:00Z,1.25,10/22
NCNC735_305_28,735,Y,N,NC,NC,305,208,208,N,,male,,3,2022-11-21T00:00:00Z,0.071428571,11/22
NCNC735_305_28,735,Y,N,NC,NC,305,208,208,N,,male,,4,2023-01-11T00:00:00Z,0.071428571,01/23
NCNC735_305_28,735,Y,N,NC,NC,305,208,208,N,,male,,5,2023-02-06T00:00:00Z,0,02/23
NCNC735_305_28,735,Y,N,NC,NC,305,208,208,N,,male,,6,2023-03-06T00:00:00Z,0.071428571,03/23
NCNC735_305_28,735,Y,N,NC,NC,305,208,208,N,,male,,7,2023-04-09T00:00:00Z,0.2142857145,04/23
NCNC735_305_28,735,Y,N,NC,NC,305,208,208,N,,male,,8,2023-04-30T00:00:00Z,0.0714285715,05/23
NCNC735_305_28,735,Y,N,NC,NC,305,208,208,N,,male,,9,2023-05-29T00:00:00Z,0.5,06/23
NCNC735_305_28,735,Y,N,NC,NC,305,208,208,N,,male,,10,2023-06-25T00:00:00Z,0.2142857145,07/23
NCNC735_305_28,735,Y,N,NC,NC,305,208,208,N,,male,,11,2023-07-30T00:00:00Z,0.5,08/23
NCNC735_305_28,735,Y,N,NC,NC,305,208,208,N,,male,,12,2023-09-06T00:00:00Z,0.4285714285,09/23
NCNC735_305_28,735,Y,N,NC,NC,305,208,208,N,,male,,13,2023-10-01T00:00:00Z,0.3125,10/23
NCNC735_305_28,735,Y,N,NC,NC,305,208,208,N,,male,,14,2023-10-30T00:00:00Z,0,11/23
NCNC735_305_28,735,Y,N,NC,NC,305,208,208,N,,male,,15,2023-11-27T00:00:00Z,0.0714285715,12/23
NCNC743_303_29,743,Y,N,NC,NC,303,214,214,N,,male,,1,2022-09-05T00:00:00Z,1.666666667,09/22
NCNC743_303_29,743,Y,N,NC,NC,303,214,214,N,,male,,2,2022-10-12T00:00:00Z,1,10/22
NCNC743_303_29,743,Y,N,NC,NC,303,214,214,N,,male,,3,2022-11-21T00:00:00Z,0.071428571,11/22
NCNC743_303_29,743,Y,N,NC,NC,303,214,214,N,,male,,4,2023-01-11T00:00:00Z,0.214285714,01/23
NCNC743_303_29,743,Y,N,NC,NC,303,214,214,N,,male,,5,2023-02-06T00:00:00Z,0,02/23
NCNC743_303_29,743,Y,N,NC,NC,303,214,214,N,,male,,6,2023-03-06T00:00:00Z,0.142857143,03/23
NCNC743_303_29,743,Y,N,NC,NC,303,214,214,N,,male,,7,2023-04-09T00:00:00Z,0.5714285715,04/23
NCNC743_303_29,743,Y,N,NC,NC,303,214,214,N,,male,,8,2023-04-30T00:00:00Z,0.2142857145,05/23
NCNC743_303_29,743,Y,N,NC,NC,303,214,214,N,,male,,9,2023-05-29T00:00:00Z,0.5714285715,06/23
NCNC743_303_29,743,Y,N,NC,NC,303,214,214,N,,male,,10,2023-06-25T00:00:00Z,1.0714285715,07/23
NCNC743_303_29,743,Y,N,NC,NC,303,214,214,N,,male,,11,2023-07-30T00:00:00Z,0.5714285715,08/23
NCNC743_303_29,743,Y,N,NC,NC,303,214,214,N,,male,,12,2023-09-06T00:00:00Z,0.5,09/23
NCNC743_303_29,743,Y,N,NC,NC,303,214,214,N,,male,,13,2023-10-01T00:00:00Z,0.5,10/23
NCNC743_303_29,743,Y,N,NC,NC,303,214,214,N,,male,,14,2023-10-30T00:00:00Z,0.142857143,11/23
NCNC743_303_29,743,Y,N,NC,NC,303,214,214,N,,male,,15,2023-11-27T00:00:00Z,0.0714285715,12/23
NCNC744_303_91,744,Y,Y,NC,NC,303,219,219,N,,male,,1,2022-09-05T00:00:00Z,1.125,09/22
NCNC744_303_91,744,Y,Y,NC,NC,303,219,219,N,,male,,2,2022-10-12T00:00:00Z,1.25,10/22
NCNC744_303_91,744,Y,Y,NC,NC,303,219,219,N,,male,,3,2022-11-21T00:00:00Z,0.142857143,11/22
NCNC744_303_91,744,Y,Y,NC,NC,303,219,219,N,,male,,4,2023-01-11T00:00:00Z,0.142857143,01/23
NCNC744_303_91,744,Y,Y,NC,NC,303,219,219,N,,male,,5,2023-02-06T00:00:00Z,0.071428571,02/23
NCNC744_303_91,744,Y,Y,NC,NC,303,219,219,N,,male,,6,2023-03-06T00:00:00Z,0.142857143,03/23
NCNC744_303_91,744,Y,Y,NC,NC,303,219,219,N,,male,,7,2023-04-09T00:00:00Z,0.2142857145,04/23
NCNC744_303_91,744,Y,Y,NC,NC,303,219,219,N,,male,,8,2023-04-30T00:00:00Z,0.5,05/23
NCNC744_303_91,744,Y,Y,NC,NC,303,219,219,N,,male,,9,2023-05-29T00:00:00Z,0.642857143,06/23
NCNC744_303_91,744,Y,Y,NC,NC,303,219,219,N,,male,,10,2023-06-25T00:00:00Z,0.5714285715,07/23
NCNC744_303_91,744,Y,Y,NC,NC,303,219,219,N,,male,,11,2023-07-30T00:00:00Z,0.357142857,08/23
NCNC744_303_91,744,Y,Y,NC,NC,303,219,219,N,,male,,12,2023-09-06T00:00:00Z,0.4285714285,09/23
NCNC744_303_91,744,Y,Y,NC,NC,303,219,219,N,,male,,13,2023-10-01T00:00:00Z,0.375,10/23
